X,Y,Z,timestamp
-17.7,9.84375,-46.85625,830451585210550
-17.175001,9.993751,-46.85625,830451595210550
-16.800001,10.087501,-47.0625,830451605210550
-16.837502,10.03125,-46.893753,830451615210550
-16.3875,10.2375,-46.912502,830451625210550
-16.425001,10.293751,-47.15625,830451635210550
-16.612501,10.481251,-47.04375,830451645210550
-16.368752,10.725,-47.0625,830451655210550
-16.1625,10.78125,-47.1375,830451665210550
-16.06875,10.837501,-47.23125,830451675210550
-16.050001,10.875,-47.25,830451685210550
-15.975,10.89375,-47.5125,830451695210550
-16.29375,10.89375,-47.5125,830451705210550
-16.21875,11.043751,-47.34375,830451715210550
-16.10625,11.15625,-47.381252,830451725210550
-16.21875,10.950001,-47.23125,830451735210550
-16.237501,11.025001,-47.15625,830451745210550
-16.181252,11.0625,-47.100002,830451755210550
-16.237501,11.212501,-46.987503,830451765210550
-16.275002,11.137501,-46.818752,830451775210550
-16.087502,11.00625,-46.875,830451785210550
-16.0125,11.043751,-46.800003,830451795210550
-16.10625,10.81875,-46.93125,830451805210550
-16.275002,10.70625,-47.23125,830451815210550
-16.2,10.78125,-47.34375,830451825210550
-16.3875,10.650001,-47.49375,830451835210550
-16.368752,10.5375,-47.5125,830451845210550
-16.29375,10.70625,-47.550003,830451855210550
-16.331251,10.81875,-47.79375,830451865210550
-16.48125,10.725,-47.756252,830451875210550
-16.40625,10.8,-47.775,830451885210550
-16.237501,10.9125,-47.662502,830451895210550
-16.275002,10.931251,-47.737503,830451905210550
-16.06875,11.175,-47.625,830451915210550
-15.937501,11.55,-47.850002,830451925210550
-16.03125,11.775001,-47.850002,830451935210550
-16.237501,11.6625,-47.550003,830451945210550
-16.181252,11.606251,-47.925003,830451955210550
-15.993751,11.55,-47.8875,830451965210550
-16.06875,11.6625,-47.756252,830451975210550
-16.181252,11.587501,-47.643753,830451985210550
-16.29375,11.4375,-47.475002,830451995210550
-16.425001,11.118751,-47.381252,830452005210550
-16.368752,11.08125,-47.381252,830452015210550
-16.181252,11.26875,-47.475002,830452025210550
-16.10625,11.2875,-47.362503,830452035210550
-16.25625,11.4375,-47.30625,830452045210550
-16.21875,11.34375,-47.456253,830452055210550
-16.10625,11.325001,-47.475002,830452065210550
-16.1625,11.512501,-47.756252,830452075210550
-16.06875,11.512501,-47.756252,830452085210550
-16.10625,11.25,-47.775,830452095210550
-16.10625,11.15625,-47.643753,830452105210550
-16.275002,11.1,-47.381252,830452115210550
-16.275002,11.043751,-47.381252,830452125210550
-16.275002,11.1,-47.475002,830452135210550
-16.3875,11.025001,-47.49375,830452145210550
-16.35,10.856251,-47.475002,830452155210550
-16.462502,10.725,-47.362503,830452165210550
-16.237501,10.837501,-47.5125,830452175210550
-16.1625,10.81875,-47.71875,830452185210550
-16.087502,10.837501,-47.79375,830452195210550
-16.10625,10.63125,-47.775,830452205210550
-16.10625,10.481251,-47.68125,830452215210550
-16.087502,10.650001,-47.7,830452225210550
-16.03125,10.5375,-47.53125,830452235210550
-15.843751,10.5375,-47.8125,830452245210550
-15.918751,10.575001,-47.7,830452255210550
-16.03125,10.725,-47.53125,830452265210550
-15.88125,10.743751,-47.86875,830452275210550
-15.58125,10.856251,-48.037502,830452285210550
-15.58125,10.950001,-48.225002,830452295210550
-15.637501,10.931251,-48.206253,830452305210550
-15.750001,11.137501,-48.281254,830452315210550
-15.918751,11.26875,-48.16875,830452325210550
-16.0125,11.118751,-48.16875,830452335210550
-15.88125,11.118751,-48.35625,830452345210550
-15.975,11.118751,-48.16875,830452355210550
-16.21875,11.231251,-48.093754,830452365210550
-15.975,11.137501,-48.187504,830452375210550
-15.76875,11.15625,-48.300003,830452385210550
-15.69375,10.89375,-48.2625,830452395210550
-15.656251,10.837501,-48.112503,830452405210550
-15.562501,10.931251,-47.98125,830452415210550
-15.637501,10.96875,-47.8125,830452425210550
-15.58125,11.025001,-47.4,830452435210550
-15.468751,10.96875,-47.006252,830452445210550
-15.525001,11.025001,-46.85625,830452455210550
-15.543751,11.00625,-46.706253,830452465210550
-15.468751,11.212501,-46.6875,830452475210550
-15.525001,11.19375,-46.631252,830452485210550
-15.450001,11.175,-46.800003,830452495210550
-15.543751,10.931251,-46.800003,830452505210550
-15.637501,10.78125,-47.11875,830452515210550
-15.731251,10.59375,-47.49375,830452525210550
-15.7875,10.650001,-47.287502,830452535210550
-15.937501,10.556251,-47.23125,830452545210550
-15.975,10.44375,-47.025,830452555210550
-15.843751,10.481251,-47.2125,830452565210550
-15.900001,10.575001,-47.0625,830452575210550
-15.918751,10.650001,-47.1375,830452585210550
-15.900001,10.63125,-47.2125,830452595210550
-15.88125,10.6875,-47.287502,830452605210550
-15.918751,10.856251,-47.362503,830452615210550
-15.712501,11.118751,-47.34375,830452625210550
-15.731251,11.231251,-47.737503,830452635210550
-15.843751,11.175,-47.7,830452645210550
-16.0125,11.15625,-47.8125,830452655210550
-16.181252,11.137501,-47.7,830452665210550
-16.2,11.25,-47.5875,830452675210550
-16.275002,11.2875,-47.41875,830452685210550
-16.462502,11.15625,-47.456253,830452695210550
-16.59375,10.81875,-47.456253,830452705210550
-16.6875,10.875,-47.550003,830452715210550
-16.518751,10.89375,-47.4,830452725210550
-16.5375,10.725,-47.25,830452735210550
-16.35,10.9125,-47.34375,830452745210550
-16.3125,11.0625,-47.25,830452755210550
-16.21875,10.78125,-47.381252,830452765210550
-16.087502,10.70625,-47.268753,830452775210550
-16.143751,10.668751,-47.2125,830452785210550
-16.06875,10.59375,-47.04375,830452795210550
-16.425001,10.6125,-47.287502,830452805210550
-16.5375,10.725,-47.53125,830452815210550
-16.5,10.40625,-47.325,830452825210550
-16.5375,10.3125,-47.325,830452835210550
-16.556252,10.70625,-47.4375,830452845210550
-16.59375,10.875,-47.5125,830452855210550
