X,Y,Z,timestamp
-13.200001,12.900001,-50.437504,851631158456151
-12.975,11.325001,-50.362503,851631168456151
-13.500001,11.043751,-50.475002,851631178456151
-12.8625,11.25,-50.475002,851631188456151
-12.4875,11.2875,-50.60625,851631198456151
-12.450001,11.400001,-50.68125,851631208456151
-12.337501,11.512501,-50.9625,851631218456151
-12.1125,11.75625,-51.131252,851631228456151
-12.01875,11.53125,-50.9625,851631238456151
-11.962501,11.681251,-50.831253,851631248456151
-11.681251,11.7375,-50.643753,851631258456151
-11.8125,11.71875,-50.68125,851631268456151
-11.887501,11.75625,-50.568752,851631278456151
-11.868751,11.64375,-50.362503,851631288456151
-11.962501,11.512501,-50.23125,851631298456151
-12.20625,11.15625,-49.875004,851631308456151
-12.1125,11.15625,-49.818752,851631318456151
-12.075001,11.2875,-49.95,851631328456151
-12.0,11.25,-50.100002,851631338456151
-11.94375,11.2875,-50.100002,851631348456151
-11.94375,11.231251,-50.156254,851631358456151
-11.925,11.4375,-50.175003,851631368456151
-11.71875,11.45625,-50.006252,851631378456151
-11.587501,11.606251,-50.1375,851631388456151
-11.681251,11.55,-50.41875,851631398456151
-11.8125,11.45625,-50.41875,851631408456151
-11.94375,11.53125,-50.49375,851631418456151
-12.0375,11.4375,-50.250004,851631428456151
-12.31875,11.212501,-50.156254,851631438456151
-12.262501,10.931251,-50.49375,851631448456151
-12.356251,10.837501,-50.456253,851631458456151
-12.431251,10.81875,-50.4,851631468456151
-12.337501,11.00625,-50.343754,851631478456151
-12.375001,11.1,-50.250004,851631488456151
-12.50625,11.19375,-50.11875,851631498456151
-12.525001,11.400001,-50.193752,851631508456151
-12.39375,11.71875,-50.23125,851631518456151
-12.675,12.0,-49.987503,851631528456151
-12.750001,12.262501,-50.006252,851631538456151
-12.806251,12.281251,-50.025,851631548456151
-12.8625,12.337501,-49.95,851631558456151
-12.900001,12.168751,-49.987503,851631568456151
-12.712501,12.075001,-50.11875,851631578456151
-12.50625,11.962501,-50.1375,851631588456151
-12.431251,11.94375,-50.2125,851631598456151
-12.337501,11.94375,-50.11875,851631608456151
-12.356251,11.962501,-50.006252,851631618456151
-12.450001,11.962501,-50.100002,851631628456151
-12.58125,11.868751,-50.23125,851631638456151
-12.4125,12.0,-50.381252,851631648456151
-12.431251,12.075001,-50.4,851631658456151
-12.618751,12.075001,-50.4,851631668456151
-12.50625,12.150001,-50.23125,851631678456151
-12.39375,12.075001,-50.268753,851631688456151
-12.356251,12.075001,-50.268753,851631698456151
-12.262501,12.1125,-50.30625,851631708456151
-12.0375,12.20625,-50.250004,851631718456151
-12.01875,12.262501,-50.1375,851631728456151
-11.962501,12.337501,-50.11875,851631738456151
-11.981251,12.50625,-50.062504,851631748456151
-12.225,12.337501,-50.100002,851631758456151
-12.13125,12.243751,-50.268753,851631768456151
-12.168751,12.1125,-50.456253,851631778456151
-12.13125,12.20625,-50.456253,851631788456151
-12.337501,12.093751,-50.68125,851631798456151
-12.31875,12.225,-50.662502,851631808456151
-12.243751,12.093751,-50.5125,851631818456151
-12.20625,11.85,-50.68125,851631828456151
-12.0,11.962501,-50.79375,851631838456151
-12.1125,11.85,-50.775,851631848456151
-12.1125,11.94375,-50.775,851631858456151
-12.187501,11.793751,-50.756252,851631868456151
-12.150001,11.925,-50.5125,851631878456151
-12.187501,11.868751,-50.60625,851631888456151
-12.31875,12.056251,-50.775,851631898456151
-12.262501,12.01875,-50.831253,851631908456151
-12.150001,12.093751,-50.662502,851631918456151
-12.168751,12.168751,-50.68125,851631928456151
-12.225,12.168751,-50.812504,851631938456151
-11.962501,12.31875,-50.79375,851631948456151
-11.71875,12.375001,-50.662502,851631958456151
-11.606251,12.20625,-50.5875,851631968456151
-11.493751,12.243751,-50.475002,851631978456151
-11.475,12.450001,-50.456253,851631988456151
-11.793751,12.39375,-50.41875,851631998456151
-11.887501,12.525001,-50.156254,851632008456151
-11.925,12.562501,-50.11875,851632018456151
-12.225,12.450001,-49.95,851632028456151
-12.31875,12.262501,-49.987503,851632038456151
-12.337501,12.39375,-50.006252,851632048456151
-12.6,12.356251,-50.2125,851632058456151
-12.806251,12.281251,-50.04375,851632068456151
-12.656251,12.225,-50.062504,851632078456151
-12.468751,12.0375,-50.156254,851632088456151
-12.4875,12.1125,-50.081253,851632098456151
-12.375001,12.0375,-50.11875,851632108456151
-12.58125,12.056251,-50.100002,851632118456151
-12.450001,12.0,-50.006252,851632128456151
-12.262501,11.90625,-49.593754,851632138456151
-12.0375,11.868751,-49.725002,851632148456151
-11.887501,11.8125,-49.85625,851632158456151
-11.925,12.13125,-49.725002,851632168456151
-11.64375,11.981251,-49.593754,851632178456151
-11.793751,12.056251,-49.65,851632188456151
-11.55,12.0375,-49.818752,851632198456151
-11.868751,12.13125,-49.687504,851632208456151
-11.887501,12.3,-49.800003,851632218456151
-11.793751,12.150001,-49.7625,851632228456151
-11.775001,12.225,-49.74375,851632238456151
-11.71875,12.075001,-49.893753,851632248456151
-11.700001,12.01875,-49.537502,851632258456151
-11.55,12.093751,-49.48125,851632268456151
-11.7375,12.13125,-49.518753,851632278456151
-11.8125,12.1125,-49.725002,851632288456151
-11.681251,11.981251,-49.687504,851632298456151
-11.8125,12.075001,-49.781254,851632308456151
-12.093751,11.981251,-49.65,851632318456151
-12.150001,12.168751,-49.65,851632328456151
-12.337501,12.20625,-49.93125,851632338456151
-12.281251,12.243751,-49.781254,851632348456151
-12.225,12.20625,-49.875004,851632358456151
-12.075001,12.150001,-49.781254,851632368456151
-12.1125,12.375001,-49.875004,851632378456151
-12.093751,12.731251,-49.7625,851632388456151
-12.075001,12.937501,-49.781254,851632398456151
-12.1125,12.656251,-49.912502,851632408456151
-12.187501,12.637501,-50.025,851632418456151
-12.375001,12.50625,-49.987503,851632428456151
-12.3,12.618751,-49.912502,851632438456151
-12.356251,12.712501,-50.04375,851632448456151
-12.450001,12.618751,-49.95,851632458456151
-12.525001,12.4125,-50.100002,851632468456151
-12.375001,12.281251,-50.193752,851632478456151
-12.075001,12.39375,-50.04375,851632488456151
-11.793751,12.4875,-50.325,851632498456151
-11.75625,12.525001,-50.5875,851632508456151
-11.925,12.450001,-50.475002,851632518456151
-11.925,12.4125,-50.343754,851632528456151
-11.925,12.31875,-50.568752,851632538456151
-11.962501,12.31875,-50.250004,851632548456151
-12.150001,12.262501,-50.343754,851632558456151
-12.281251,12.225,-50.475002,851632568456151
-12.562501,12.262501,-50.41875,851632578456151
-12.225,12.225,-50.568752,851632588456151
-12.0,12.31875,-50.756252,851632598456151
-12.0,12.356251,-50.98125,851632608456151
-11.962501,12.262501,-50.8875,851632618456151
-11.90625,12.150001,-51.187504,851632628456151
-11.8125,12.150001,-51.093754,851632638456151
-11.962501,12.093751,-51.093754,851632648456151
-11.90625,11.90625,-50.906254,851632658456151
-12.243751,11.90625,-50.718754,851632668456151
-12.50625,11.625,-50.625004,851632678456151
-12.6,11.493751,-50.362503,851632688456151
-12.731251,11.400001,-50.325,851632698456151
-12.731251,11.25,-50.100002,851632708456151
-12.618751,11.325001,-50.081253,851632718456151
-12.525001,11.418751,-50.025,851632728456151
-12.637501,11.64375,-49.818752,851632738456151
-12.637501,11.55,-49.593754,851632748456151
-12.58125,11.625,-49.256252,851632758456151
-12.375001,11.793751,-49.218754,851632768456151
-12.20625,12.093751,-49.2,851632778456151
-12.356251,12.3,-49.218754,851632788456151
-12.450001,12.3,-49.29375,851632798456151
-12.656251,12.431251,-49.275,851632808456151
-12.525001,12.431251,-49.275,851632818456151
-12.562501,12.525001,-49.36875,851632828456151
-12.562501,12.618751,-49.631252,851632838456151
-12.58125,12.39375,-49.8375,851632848456151
-12.76875,11.925,-49.781254,851632858456151
-12.750001,11.8125,-49.706253,851632868456151
-12.993751,11.925,-49.4625,851632878456151
-12.731251,11.56875,-49.443752,851632888456151
-12.6,11.231251,-49.443752,851632898456151
-12.450001,11.212501,-49.500004,851632908456151
-12.356251,11.400001,-49.275,851632918456151
-12.450001,11.493751,-49.10625,851632928456151
-12.356251,11.681251,-49.10625,851632938456151
-12.450001,11.775001,-49.10625,851632948456151
-12.225,11.7375,-49.143753,851632958456151
-12.58125,12.0,-49.125004,851632968456151
-12.69375,12.20625,-49.2,851632978456151
-12.825001,12.243751,-49.162502,851632988456151
-12.731251,11.962501,-49.256252,851632998456151
-12.76875,12.150001,-49.350002,851633008456151
-12.750001,12.468751,-49.36875,851633018456151
-12.731251,12.543751,-49.537502,851633028456151
-12.6,12.4875,-49.781254,851633038456151
-12.6,12.431251,-49.593754,851633048456151
-12.712501,12.562501,-49.575,851633058456151
-12.58125,12.562501,-49.575,851633068456151
-12.750001,12.58125,-49.4625,851633078456151
-12.543751,12.281251,-49.3875,851633088456151
-12.637501,11.94375,-49.48125,851633098456151
-12.431251,11.925,-49.275,851633108456151
-12.562501,11.981251,-49.18125,851633118456151
-12.562501,11.887501,-49.406254,851633128456151
-12.656251,11.64375,-49.537502,851633138456151
-12.76875,11.6625,-49.687504,851633148456151
-12.7875,11.775001,-49.893753,851633158456151
-13.05,11.887501,-49.968754,851633168456151
-13.181251,12.075001,-50.025,851633178456151
-13.200001,12.13125,-50.1375,851633188456151
-13.425,12.075001,-50.325,851633198456151
-13.106251,12.31875,-50.287502,851633208456151
-13.012501,12.562501,-50.062504,851633218456151
-12.918751,12.468751,-50.025,851633228456151
-13.012501,12.562501,-50.062504,851633238456151
-12.95625,12.468751,-50.062504,851633248456151
-12.637501,12.468751,-50.006252,851633258456151
-12.618751,12.31875,-50.025,851633268456151
-12.3,12.468751,-49.8375,851633278456151
-12.4125,12.3,-49.95,851633288456151
-12.4125,12.1125,-49.987503,851633298456151
-12.0375,12.075001,-49.95,851633308456151
-12.0,12.01875,-49.987503,851633318456151
-11.887501,12.093751,-50.1375,851633328456151
-11.962501,11.64375,-50.2125,851633338456151
-11.8125,11.7375,-50.4,851633348456151
-11.793751,11.6625,-50.381252,851633358456151
-11.681251,11.587501,-50.362503,851633368456151
-11.55,11.587501,-50.737503,851633378456151
-11.925,11.681251,-50.906254,851633388456151
-11.925,11.587501,-50.850002,851633398456151
-11.90625,11.75625,-50.831253,851633408456151
-11.7375,12.01875,-50.850002,851633418456151
-11.90625,11.981251,-50.925003,851633428456151
-12.075001,11.962501,-51.037502,851633438456151
-12.4875,12.01875,-51.318752,851633448456151
-12.50625,12.225,-51.15,851633458456151
-12.618751,12.1125,-51.131252,851633468456151
-12.656251,12.262501,-50.98125,851633478456151
-12.675,12.0,-50.86875,851633488456151
-12.8625,11.962501,-50.86875,851633498456151
-12.88125,12.0,-50.79375,851633508456151
-12.825001,12.0,-50.831253,851633518456151
-12.525001,12.243751,-50.343754,851633528456151
-12.50625,12.13125,-50.5125,851633538456151
-12.431251,12.281251,-50.531254,851633548456151
-12.356251,12.31875,-50.68125,851633558456151
-12.431251,12.525001,-50.737503,851633568456151
-12.31875,12.637501,-50.5875,851633578456151
-12.187501,12.675,-50.643753,851633588456151
-12.3,12.731251,-50.531254,851633598456151
-12.543751,12.58125,-50.68125,851633608456151
-12.4875,12.525001,-50.49375,851633618456151
-12.543751,12.431251,-50.325,851633628456151
-12.356251,12.281251,-50.5125,851633638456151
-12.39375,12.187501,-50.5125,851633648456151
-12.6,12.1125,-50.531254,851633658456151
-12.900001,12.187501,-50.23125,851633668456151
-12.806251,12.093751,-50.23125,851633678456151
-12.450001,12.0375,-50.23125,851633688456151
-12.50625,12.187501,-50.1375,851633698456151
-12.50625,11.962501,-50.081253,851633708456151
-12.69375,11.775001,-49.7625,851633718456151
-12.450001,11.71875,-49.93125,851633728456151
-12.31875,11.962501,-49.968754,851633738456151
-12.1125,11.793751,-50.268753,851633748456151
-11.981251,11.85,-50.23125,851633758456151
-12.075001,11.94375,-50.41875,851633768456151
-12.281251,11.775001,-50.49375,851633778456151
-12.187501,12.187501,-50.550003,851633788456151
-12.01875,12.450001,-50.7,851633798456151
-12.243751,12.39375,-50.7,851633808456151
-12.337501,12.337501,-50.98125,851633818456151
-12.375001,12.3,-50.8875,851633828456151
-12.356251,12.0,-51.093754,851633838456151
-12.58125,11.90625,-50.906254,851633848456151
-12.375001,11.981251,-50.8875,851633858456151
-12.187501,11.981251,-51.018753,851633868456151
-12.187501,12.01875,-51.075,851633878456151
-12.01875,12.225,-50.9625,851633888456151
-12.075001,12.20625,-50.662502,851633898456151
-11.90625,12.4125,-50.550003,851633908456151
-12.056251,12.750001,-50.193752,851633918456151
-11.925,12.618751,-50.006252,851633928456151
-12.01875,12.750001,-49.95,851633938456151
-12.225,12.731251,-49.93125,851633948456151
-12.187501,12.543751,-49.8375,851633958456151
-12.262501,12.39375,-49.95,851633968456151
-12.281251,12.0375,-50.250004,851633978456151
-12.375001,11.75625,-50.41875,851633988456151
-12.356251,11.700001,-50.531254,851633998456151
-12.262501,11.83125,-50.812504,851634008456151
-12.093751,11.475,-50.850002,851634018456151
-12.093751,11.56875,-50.662502,851634028456151
-12.281251,11.71875,-50.662502,851634038456151
-12.243751,11.6625,-50.381252,851634048456151
-11.925,11.90625,-50.062504,851634058456151
-11.8125,11.981251,-50.006252,851634068456151
-11.83125,11.8125,-50.2125,851634078456151
-11.925,11.962501,-50.025,851634088456151
-12.0375,12.0,-50.23125,851634098456151
-12.225,11.775001,-50.456253,851634108456151
-12.225,11.493751,-50.49375,851634118456151
-12.187501,11.75625,-50.79375,851634128456151
-12.4875,11.8125,-51.093754,851634138456151
-12.675,11.85,-51.037502,851634148456151
-12.39375,12.0375,-51.131252,851634158456151
-12.50625,11.775001,-51.16875,851634168456151
-12.562501,11.90625,-50.98125,851634178456151
-12.187501,11.90625,-50.943752,851634188456151
-11.887501,12.01875,-51.206253,851634198456151
-12.01875,11.75625,-51.187504,851634208456151
-12.0375,11.55,-50.8875,851634218456151
-11.868751,11.53125,-51.05625,851634228456151
-12.01875,11.4375,-50.7,851634238456151
-11.925,11.56875,-50.737503,851634248456151
-11.94375,11.587501,-50.756252,851634258456151
-12.093751,11.493751,-50.7,851634268456151
-12.187501,11.587501,-50.475002,851634278456151
-12.1125,11.75625,-50.30625,851634288456151
-12.075001,12.0375,-50.2125,851634298456151
-12.3,11.962501,-50.100002,851634308456151
-12.31875,11.94375,-50.343754,851634318456151
-12.243751,12.01875,-50.550003,851634328456151
-12.262501,12.0,-50.662502,851634338456151
-12.187501,12.20625,-50.550003,851634348456151
-12.3,12.187501,-50.662502,851634358456151
-12.4125,12.168751,-50.7,851634368456151
-12.20625,12.056251,-50.850002,851634378456151
-12.225,12.0375,-50.86875,851634388456151
-12.3,12.093751,-50.756252,851634398456151
-12.4125,12.075001,-50.5875,851634408456151
